picocom v3.2a

port is        : /dev/tty.usbmodem103
flowcontrol    : none
baudrate is    : 230400
parity is      : none
databits are   : 8
stopbits are   : 1
escape is      : C-a
local echo is  : no
noinit is      : no
noreset is     : no
hangup is      : no
nolock is      : no
send_cmd is    : /nix/store/qsx6i1q4h7cq5kg1pjmis5q57nskh70f-lrzsz-0.12.20/bin/sz -vv
receive_cmd is : /nix/store/qsx6i1q4h7cq5kg1pjmis5q57nskh70f-lrzsz-0.12.20/bin/rz -vv -E
imap is        : 8bithex,
omap is        : 
emap is        : crcrlf,delbs,
logfile is     : none
initstring     : none
exit_after is  : not set
exit is        : no

Type [C-a] [C-h] to see available commands
Terminal ready
msg =  826, time steps =   10, qsz =    2, switch = off. t =    16708 ms. I_w =   1173 mA, erpm =        0, ax =      532, ay =      163, az =     9829, gx = 0.00878 rad/s, theta =       25 mrad, theta_d =       -9 mrad, x =        0, x_d =        0
msg =  839, time steps =   10, qsz =    2, switch = off. t =    16970 ms. I_w =   1026 mA, erpm =        0, ax =      397, ay =      301, az =     9805, gx = -0.00187 rad/s, theta =       22 mrad, theta_d =       -9 mrad, x =        0, x_d =        0
msg =  840, time steps =   10, qsz =    2, switch = off. t =    16990 ms. I_w =   1066 mA, erpm =        0, ax =      431, ay =      268, az =     9819, gx = -0.00720 rad/s, theta =       23 mrad, theta_d =       -6 mrad, x =        0, x_d =        0
msg =  841, time steps =   10, qsz =    2, switch = off. t =    17011 ms. I_w =   1113 mA, erpm =        0, ax =      445, ay =      273, az =     9847, gx = -0.01039 rad/s, theta =       23 mrad, theta_d =       -3 mrad, x =        0, x_d =        0
msg =  842, time steps =   10, qsz =    2, switch = off. t =    17031 ms. I_w =   1166 mA, erpm =        0, ax =      484, ay =      287, az =     9833, gx = -0.01359 rad/s, theta =       23 mrad, theta_d =       -1 mrad, x =        0, x_d =        0
msg =  843, time steps =   10, qsz =    2, switch = off. t =    17051 ms. I_w =   1221 mA, erpm =        0, ax =      465, ay =      258, az =     9819, gx = -0.01572 rad/s, theta =       23 mrad, theta_d =        1 mrad, x =        0, x_d =        0
msg =  844, time steps =   10, qsz =    2, switch = off. t =    17071 ms. I_w =   1275 mA, erpm =        0, ax =      460, ay =      234, az =     9833, gx = -0.01678 rad/s, theta =       24 mrad, theta_d =        4 mrad, x =        0, x_d =        0
msg =  845, time steps =   10, qsz =    2, switch = off. t =    17091 ms. I_w =   1323 mA, erpm =        0, ax =      474, ay =      234, az =     9833, gx = -0.01572 rad/s, theta =       24 mrad, theta_d =        6 mrad, x =        0, x_d =        0
msg =  846, time steps =   10, qsz =    2, switch = off. t =    17112 ms. I_w =   1365 mA, erpm =        0, ax =      421, ay =      225, az =     9829, gx = -0.01678 rad/s, theta =       24 mrad, theta_d =        8 mrad, x =        0, x_d =        0
msg =  847, time steps =   10, qsz =    2, switch = off. t =    17132 ms. I_w =   1401 mA, erpm =        0, ax =      465, ay =      225, az =     9857, gx = -0.01572 rad/s, theta =       25 mrad, theta_d =        9 mrad, x =        0, x_d =        0
msg =  848, time steps =   10, qsz =    2, switch = off. t =    17152 ms. I_w =   1433 mA, erpm =        0, ax =      460, ay =      225, az =     9852, gx = -0.01572 rad/s, theta =       25 mrad, theta_d =       10 mrad, x =        0, x_d =        0
msg =  849, time steps =   10, qsz =    2, switch = off. t =    17172 ms. I_w =   1465 mA, erpm =        0, ax =      402, ay =      225, az =     9824, gx = -0.01678 rad/s, theta =       25 mrad, theta_d =       11 mrad, x =        0, x_d =        0
msg =  850, time steps =   10, qsz =    2, switch = off. t =    17192 ms. I_w =   1499 mA, erpm =        0, ax =      393, ay =      225, az =     9819, gx = -0.01891 rad/s, theta =       26 mrad, theta_d =       12 mrad, x =        0, x_d =        0
msg =  851, time steps =   10, qsz =    2, switch = off. t =    17213 ms. I_w =   1535 mA, erpm =        0, ax =      393, ay =      258, az =     9833, gx = -0.01998 rad/s, theta =       26 mrad, theta_d =       13 mrad, x =        0, x_d =        0
msg =  852, time steps =   10, qsz =    2, switch = off. t =    17233 ms. I_w =   1577 mA, erpm =        0, ax =      402, ay =      268, az =     9829, gx = -0.02317 rad/s, theta =       27 mrad, theta_d =       15 mrad, x =        0, x_d =        0
msg =  853, time steps =   10, qsz =    2, switch = off. t =    17253 ms. I_w =   1627 mA, erpm =        0, ax =      364, ay =      258, az =     9796, gx = -0.02531 rad/s, theta =       27 mrad, theta_d =       17 mrad, x =        0, x_d =        0
msg =  854, time steps =   10, qsz =    2, switch = off. t =    17273 ms. I_w =   1679 mA, erpm =        0, ax =      393, ay =      234, az =     9833, gx = -0.02744 rad/s, theta =       28 mrad, theta_d =       18 mrad, x =        0, x_d =        0
msg =  855, time steps =   10, qsz =    2, switch = off. t =    17293 ms. I_w =   1732 mA, erpm =        0, ax =      383, ay =      234, az =     9824, gx = -0.02850 rad/s, theta =       28 mrad, theta_d =       20 mrad, x =        0, x_d =        0
msg =  856, time steps =   10, qsz =    2, switch = off. t =    17314 ms. I_w =   1782 mA, erpm =        0, ax =      383, ay =      220, az =     9819, gx = -0.02957 rad/s, theta =       29 mrad, theta_d =       21 mrad, x =        0, x_d =        0
msg =  857, time steps =   10, qsz =    2, switch = off. t =    17334 ms. I_w =   1827 mA, erpm =        0, ax =      374, ay =      210, az =     9815, gx = -0.02744 rad/s, theta =       29 mrad, theta_d =       23 mrad, x =        0, x_d =        0
msg =  858, time steps =   10, qsz =    2, switch = off. t =    17354 ms. I_w =   1862 mA, erpm =        0, ax =      378, ay =      196, az =     9824, gx = -0.02531 rad/s, theta =       30 mrad, theta_d =       23 mrad, x =        0, x_d =        0
msg =  859, time steps =   10, qsz =    2, switch = off. t =    17374 ms. I_w =   1884 mA, erpm =        0, ax =      388, ay =      163, az =     9805, gx = -0.02104 rad/s, theta =       30 mrad, theta_d =       23 mrad, x =        0, x_d =        0
msg =  860, time steps =   10, qsz =    2, switch = off. t =    17394 ms. I_w =   1892 mA, erpm =        0, ax =      431, ay =      163, az =     9815, gx = -0.01785 rad/s, theta =       31 mrad, theta_d =       22 mrad, x =        0, x_d =        0
msg =  861, time steps =   10, qsz =    2, switch = off. t =    17415 ms. I_w =   1887 mA, erpm =        0, ax =      498, ay =      201, az =     9833, gx = -0.01252 rad/s, theta =       31 mrad, theta_d =       21 mrad, x =        0, x_d =        0
msg =  862, time steps =   10, qsz =    2, switch = off. t =    17435 ms. I_w =   1874 mA, erpm =        0, ax =      532, ay =      167, az =     9833, gx = -0.01039 rad/s, theta =       31 mrad, theta_d =       19 mrad, x =        0, x_d =        0
msg =  863, time steps =   10, qsz =    2, switch = off. t =    17455 ms. I_w =   1859 mA, erpm =        0, ax =      479, ay =      163, az =     9801, gx = -0.00933 rad/s, theta =       31 mrad, theta_d =       17 mrad, x =        0, x_d =        0
msg =  864, time steps =   10, qsz =    2, switch = off. t =    17475 ms. I_w =   1850 mA, erpm =        0, ax =      489, ay =      167, az =     9829, gx = -0.01146 rad/s, theta =       32 mrad, theta_d =       16 mrad, x =        0, x_d =        0
msg =  865, time steps =   10, qsz =    2, switch = off. t =    17495 ms. I_w =   1852 mA, erpm =        0, ax =      479, ay =      201, az =     9838, gx = -0.01359 rad/s, theta =       32 mrad, theta_d =       15 mrad, x =        0, x_d =        0
msg =  866, time steps =   10, qsz =    2, switch = off. t =    17516 ms. I_w =   1872 mA, erpm =        0, ax =      493, ay =      210, az =     9810, gx = -0.01891 rad/s, theta =       32 mrad, theta_d =       15 mrad, x =        0, x_d =        0
msg =  867, time steps =   10, qsz =    2, switch = off. t =    17536 ms. I_w =   1912 mA, erpm =        0, ax =      421, ay =      167, az =     9791, gx = -0.02424 rad/s, theta =       33 mrad, theta_d =       17 mrad, x =        0, x_d =        0
msg =  868, time steps =   10, qsz =    2, switch = off. t =    17556 ms. I_w =   1968 mA, erpm =        0, ax =      498, ay =      191, az =     9838, gx = -0.03170 rad/s, theta =       33 mrad, theta_d =       19 mrad, x =        0, x_d =        0
msg =  869, time steps =   10, qsz =    2, switch = off. t =    17576 ms. I_w =   2042 mA, erpm =        0, ax =      623, ay =      206, az =     9847, gx = -0.03809 rad/s, theta =       34 mrad, theta_d =       22 mrad, x =        0, x_d =        0
msg =  870, time steps =   10, qsz =    2, switch = off. t =    17596 ms. I_w =   2125 mA, erpm =        0, ax =      561, ay =      206, az =     9805, gx = -0.04128 rad/s, theta =       35 mrad, theta_d =       25 mrad, x =        0, x_d =        0
msg =  871, time steps =   10, qsz =    2, switch = off. t =    17617 ms. I_w =   2208 mA, erpm =        0, ax =      575, ay =      148, az =     9833, gx = -0.04128 rad/s, theta =       36 mrad, theta_d =       27 mrad, x =        0, x_d =        0
msg =  872, time steps =   10, qsz =    2, switch = off. t =    17637 ms. I_w =   2283 mA, erpm =        0, ax =      479, ay =      120, az =     9847, gx = -0.04022 rad/s, theta =       36 mrad, theta_d =       30 mrad, x =        0, x_d =        0
msg =  873, time steps =   10, qsz =    2, switch = off. t =    17657 ms. I_w =   2341 mA, erpm =        0, ax =      513, ay =       34, az =     9829, gx = -0.03489 rad/s, theta =       37 mrad, theta_d =       31 mrad, x =        0, x_d =        0
msg =  874, time steps =   10, qsz =    2, switch = off. t =    17677 ms. I_w =   2373 mA, erpm =        0, ax =      532, ay =       43, az =     9819, gx = -0.02850 rad/s, theta =       38 mrad, theta_d =       31 mrad, x =        0, x_d =        0
msg =  875, time steps =   10, qsz =    2, switch = off. t =    17697 ms. I_w =   2375 mA, erpm =        0, ax =      661, ay =       81, az =     9861, gx = -0.01891 rad/s, theta =       38 mrad, theta_d =       29 mrad, x =        0, x_d =        0
msg =  876, time steps =   10, qsz =    2, switch = off. t =    17718 ms. I_w =   2349 mA, erpm =        0, ax =      695, ay =      101, az =     9847, gx = -0.01039 rad/s, theta =       38 mrad, theta_d =       26 mrad, x =        0, x_d =        0
msg =  877, time steps =   10, qsz =    2, switch = off. t =    17738 ms. I_w =   2302 mA, erpm =        0, ax =      666, ay =       81, az =     9829, gx = -0.00081 rad/s, theta =       39 mrad, theta_d =       22 mrad, x =        0, x_d =        0
msg =  878, time steps =   10, qsz =    2, switch = off. t =    17758 ms. I_w =   2234 mA, erpm =        0, ax =      628, ay =      110, az =     9843, gx = 0.00665 rad/s, theta =       38 mrad, theta_d =       18 mrad, x =        0, x_d =        0
msg =  879, time steps =   10, qsz =    2, switch = off. t =    17778 ms. I_w =   2159 mA, erpm =        0, ax =      580, ay =       58, az =     9824, gx = 0.00985 rad/s, theta =       38 mrad, theta_d =       13 mrad, x =        0, x_d =        0
msg =  880, time steps =   10, qsz =    2, switch = off. t =    17798 ms. I_w =   2090 mA, erpm =        0, ax =      618, ay =      101, az =     9810, gx = 0.00985 rad/s, theta =       38 mrad, theta_d =        9 mrad, x =        0, x_d =        0
msg =  881, time steps =   10, qsz =    2, switch = off. t =    17819 ms. I_w =   2033 mA, erpm =        0, ax =      652, ay =      115, az =     9829, gx = 0.00772 rad/s, theta =       38 mrad, theta_d =        6 mrad, x =        0, x_d =        0
msg =  882, time steps =   10, qsz =    2, switch = off. t =    17839 ms. I_w =   1997 mA, erpm =        0, ax =      656, ay =      153, az =     9833, gx = 0.00346 rad/s, theta =       38 mrad, theta_d =        4 mrad, x =        0, x_d =        0
msg =  883, time steps =   10, qsz =    2, switch = off. t =    17859 ms. I_w =   1986 mA, erpm =        0, ax =      676, ay =      148, az =     9824, gx = -0.00294 rad/s, theta =       38 mrad, theta_d =        3 mrad, x =        0, x_d =        0
msg =  884, time steps =   10, qsz =    2, switch = off. t =    17879 ms. I_w =   1999 mA, erpm =        0, ax =      623, ay =      158, az =     9819, gx = -0.00826 rad/s, theta =       38 mrad, theta_d =        4 mrad, x =        0, x_d =        0
msg =  885, time steps =   10, qsz =    2, switch = off. t =    17899 ms. I_w =   2032 mA, erpm =        0, ax =      628, ay =      144, az =     9838, gx = -0.01465 rad/s, theta =       38 mrad, theta_d =        5 mrad, x =        0, x_d =        0
msg =  886, time steps =   10, qsz =    2, switch = off. t =    17920 ms. I_w =   2080 mA, erpm =        0, ax =      575, ay =      129, az =     9819, gx = -0.01891 rad/s, theta =       39 mrad, theta_d =        7 mrad, x =        0, x_d =        0
msg =  887, time steps =   10, qsz =    2, switch = off. t =    17940 ms. I_w =   2130 mA, erpm =        0, ax =      628, ay =       91, az =     9810, gx = -0.01998 rad/s, theta =       39 mrad, theta_d =        9 mrad, x =        0, x_d =        0
msg =  888, time steps =   10, qsz =    2, switch = off. t =    17960 ms. I_w =   2172 mA, erpm =        0, ax =      671, ay =      101, az =     9833, gx = -0.01785 rad/s, theta =       39 mrad, theta_d =       11 mrad, x =        0, x_d =        0
msg =  889, time steps =   10, qsz =    2, switch = off. t =    17980 ms. I_w =   2194 mA, erpm =        0, ax =      671, ay =       91, az =     9847, gx = -0.01252 rad/s, theta =       40 mrad, theta_d =       11 mrad, x =        0, x_d =        0
msg =  890, time steps =   10, qsz =    2, switch = off. t =    18000 ms. I_w =   2196 mA, erpm =        0, ax =      671, ay =       77, az =     9824, gx = -0.00613 rad/s, theta =       40 mrad, theta_d =       11 mrad, x =        0, x_d =        0
msg =  891, time steps =   10, qsz =    2, switch = off. t =    18021 ms. I_w =   2175 mA, erpm =        0, ax =      656, ay =       58, az =     9838, gx = 0.00239 rad/s, theta =       40 mrad, theta_d =        9 mrad, x =        0, x_d =        0
msg =  892, time steps =   10, qsz =    2, switch = off. t =    18041 ms. I_w =   2129 mA, erpm =        0, ax =      690, ay =       58, az =     9880, gx = 0.00985 rad/s, theta =       40 mrad, theta_d =        6 mrad, x =        0, x_d =        0
msg =  893, time steps =   10, qsz =    2, switch = off. t =    18061 ms. I_w =   2065 mA, erpm =        0, ax =      680, ay =       58, az =     9852, gx = 0.01624 rad/s, theta =       39 mrad, theta_d =        2 mrad, x =        0, x_d =        0
msg =  894, time steps =   10, qsz =    2, switch = off. t =    18081 ms. I_w =   1989 mA, erpm =        0, ax =      704, ay =       86, az =     9833, gx = 0.02050 rad/s, theta =       39 mrad, theta_d =        0 mrad, x =        0, x_d =        0
msg =  895, time steps =   10, qsz =    2, switch = off. t =    18101 ms. I_w =   1913 mA, erpm =        0, ax =      748, ay =      101, az =     9861, gx = 0.02263 rad/s, theta =       39 mrad, theta_d =       -4 mrad, x =        0, x_d =        0
msg =  896, time steps =   10, qsz =    2, switch = off. t =    18122 ms. I_w =   1842 mA, erpm =        0, ax =      714, ay =      124, az =     9847, gx = 0.02370 rad/s, theta =       38 mrad, theta_d =       -7 mrad, x =        0, x_d =        0
msg =  897, time steps =   10, qsz =    2, switch = off. t =    18142 ms. I_w =   1782 mA, erpm =        0, ax =      728, ay =      153, az =     9843, gx = 0.02156 rad/s, theta =       38 mrad, theta_d =      -10 mrad, x =        0, x_d =        0
msg =  898, time steps =   10, qsz =    2, switch = off. t =    18162 ms. I_w =   1740 mA, erpm =        0, ax =      671, ay =      177, az =     9838, gx = 0.01837 rad/s, theta =       37 mrad, theta_d =      -11 mrad, x =        0, x_d =        0
msg =  899, time steps =   10, qsz =    2, switch = off. t =    18182 ms. I_w =   1716 mA, erpm =        0, ax =      676, ay =      153, az =     9852, gx = 0.01304 rad/s, theta =       37 mrad, theta_d =      -12 mrad, x =        0, x_d =        0
msg =  900, time steps =   10, qsz =    2, switch = off. t =    18202 ms. I_w =   1707 mA, erpm =        0, ax =      599, ay =      167, az =     9819, gx = 0.00985 rad/s, theta =       37 mrad, theta_d =      -12 mrad, x =        0, x_d =        0
msg =  901, time steps =   10, qsz =    2, switch = off. t =    18223 ms. I_w =   1709 mA, erpm =        0, ax =      584, ay =      129, az =     9833, gx = 0.00772 rad/s, theta =       37 mrad, theta_d =      -11 mrad, x =        0, x_d =        0
msg =  902, time steps =   10, qsz =    2, switch = off. t =    18243 ms. I_w =   1710 mA, erpm =        0, ax =      604, ay =      148, az =     9857, gx = 0.00772 rad/s, theta =       36 mrad, theta_d =      -10 mrad, x =        0, x_d =        0
msg =  903, time steps =   10, qsz =    2, switch = off. t =    18263 ms. I_w =   1709 mA, erpm =        0, ax =      541, ay =       62, az =     9815, gx = 0.00878 rad/s, theta =       36 mrad, theta_d =      -10 mrad, x =        0, x_d =        0
msg =  904, time steps =   10, qsz =    2, switch = off. t =    18283 ms. I_w =   1697 mA, erpm =        0, ax =      551, ay =       96, az =     9824, gx = 0.01198 rad/s, theta =       36 mrad, theta_d =      -10 mrad, x =        0, x_d =        0
msg =  905, time steps =   10, qsz =    2, switch = off. t =    18303 ms. I_w =   1674 mA, erpm =        0, ax =      508, ay =       67, az =     9843, gx = 0.01624 rad/s, theta =       36 mrad, theta_d =      -11 mrad, x =        0, x_d =        0
msg =  906, time steps =   10, qsz =    2, switch = off. t =    18324 ms. I_w =   1639 mA, erpm =        0, ax =      503, ay =       53, az =     9847, gx = 0.02050 rad/s, theta =       35 mrad, theta_d =      -12 mrad, x =        0, x_d =        0
msg =  907, time steps =   10, qsz =    2, switch = off. t =    18344 ms. I_w =   1591 mA, erpm =        0, ax =      503, ay =       34, az =     9829, gx = 0.02476 rad/s, theta =       35 mrad, theta_d =      -14 mrad, x =        0, x_d =        0
msg =  908, time steps =   10, qsz =    2, switch = off. t =    18364 ms. I_w =   1536 mA, erpm =        0, ax =      493, ay =       43, az =     9833, gx = 0.02583 rad/s, theta =       34 mrad, theta_d =      -16 mrad, x =        0, x_d =        0
msg =  909, time steps =   10, qsz =    2, switch = off. t =    18384 ms. I_w =   1485 mA, erpm =        0, ax =      580, ay =      105, az =     9889, gx = 0.02476 rad/s, theta =       34 mrad, theta_d =      -17 mrad, x =        0, x_d =        0
msg =  910, time steps =   10, qsz =    2, switch = off. t =    18404 ms. I_w =   1447 mA, erpm =        0, ax =      474, ay =      144, az =     9810, gx = 0.02263 rad/s, theta =       33 mrad, theta_d =      -18 mrad, x =        0, x_d =        0
msg =  911, time steps =   10, qsz =    2, switch = off. t =    18425 ms. I_w =   1422 mA, erpm =        0, ax =      450, ay =      210, az =     9819, gx = 0.01837 rad/s, theta =       33 mrad, theta_d =      -19 mrad, x =        0, x_d =        0
msg =  912, time steps =   10, qsz =    2, switch = off. t =    18445 ms. I_w =   1423 mA, erpm =        0, ax =      436, ay =      196, az =     9880, gx = 0.01091 rad/s, theta =       33 mrad, theta_d =      -17 mrad, x =        0, x_d =        0
msg =  913, time steps =   10, qsz =    2, switch = off. t =    18465 ms. I_w =   1444 mA, erpm =        0, ax =      383, ay =      196, az =     9838, gx = 0.00452 rad/s, theta =       33 mrad, theta_d =      -15 mrad, x =        0, x_d =        0
msg =  914, time steps =   10, qsz =    2, switch = off. t =    18485 ms. I_w =   1481 mA, erpm =        0, ax =      364, ay =      191, az =     9782, gx = -0.00294 rad/s, theta =       33 mrad, theta_d =      -13 mrad, x =        0, x_d =        0
msg =  915, time steps =   10, qsz =    2, switch = off. t =    18505 ms. I_w =   1534 mA, erpm =        0, ax =      388, ay =      273, az =     9824, gx = -0.00933 rad/s, theta =       33 mrad, theta_d =       -9 mrad, x =        0, x_d =        0
msg =  916, time steps =   10, qsz =    2, switch = off. t =    18526 ms. I_w =   1598 mA, erpm =        0, ax =      417, ay =      287, az =     9824, gx = -0.01359 rad/s, theta =       33 mrad, theta_d =       -6 mrad, x =        0, x_d =        0
msg =  917, time steps =   10, qsz =    2, switch = off. t =    18546 ms. I_w =   1662 mA, erpm =        0, ax =      292, ay =      268, az =     9796, gx = -0.01465 rad/s, theta =       33 mrad, theta_d =       -2 mrad, x =        0, x_d =        0
msg =  918, time steps =   10, qsz =    2, switch = off. t =    18566 ms. I_w =   1714 mA, erpm =        0, ax =      321, ay =      254, az =     9833, gx = -0.01039 rad/s, theta =       34 mrad, theta_d =        0 mrad, x =        0, x_d =        0
msg =  919, time steps =   10, qsz =    2, switch = off. t =    18586 ms. I_w =   1747 mA, erpm =        0, ax =      292, ay =      215, az =     9810, gx = -0.00720 rad/s, theta =       34 mrad, theta_d =        1 mrad, x =        0, x_d =        0
msg =  920, time steps =   10, qsz =    2, switch = off. t =    18606 ms. I_w =   1762 mA, erpm =        0, ax =      316, ay =      187, az =     9819, gx = -0.00294 rad/s, theta =       34 mrad, theta_d =        2 mrad, x =        0, x_d =        0
msg =  921, time steps =   10, qsz =    2, switch = off. t =    18627 ms. I_w =   1756 mA, erpm =        0, ax =      397, ay =      206, az =     9866, gx = 0.00133 rad/s, theta =       34 mrad, theta_d =        1 mrad, x =        0, x_d =        0
msg =  922, time steps =   10, qsz =    2, switch = off. t =    18647 ms. I_w =   1730 mA, erpm =        0, ax =      388, ay =      210, az =     9815, gx = 0.00878 rad/s, theta =       34 mrad, theta_d =        0 mrad, x =        0, x_d =        0
msg =  923, time steps =   10, qsz =    2, switch = off. t =    18667 ms. I_w =   1686 mA, erpm =        0, ax =      426, ay =      210, az =     9843, gx = 0.01517 rad/s, theta =       33 mrad, theta_d =       -2 mrad, x =        0, x_d =        0
msg =  924, time steps =   10, qsz =    2, switch = off. t =    18687 ms. I_w =   1632 mA, erpm =        0, ax =      393, ay =      163, az =     9871, gx = 0.01837 rad/s, theta =       33 mrad, theta_d =       -4 mrad, x =        0, x_d =        0
msg =  925, time steps =   10, qsz =    2, switch = off. t =    18707 ms. I_w =   1574 mA, erpm =        0, ax =      383, ay =      158, az =     9833, gx = 0.02050 rad/s, theta =       33 mrad, theta_d =       -7 mrad, x =        0, x_d =        0
msg =  926, time steps =   10, qsz =    2, switch = off. t =    18728 ms. I_w =   1519 mA, erpm =        0, ax =      374, ay =      148, az =     9824, gx = 0.02156 rad/s, theta =       32 mrad, theta_d =       -9 mrad, x =        0, x_d =        0
msg =  927, time steps =   10, qsz =    2, switch = off. t =    18748 ms. I_w =   1468 mA, erpm =        0, ax =      412, ay =      153, az =     9866, gx = 0.02050 rad/s, theta =       32 mrad, theta_d =      -11 mrad, x =        0, x_d =        0
msg =  928, time steps =   10, qsz =    2, switch = off. t =    18768 ms. I_w =   1429 mA, erpm =        0, ax =      431, ay =      177, az =     9861, gx = 0.01837 rad/s, theta =       31 mrad, theta_d =      -13 mrad, x =        0, x_d =        0
msg =  929, time steps =   10, qsz =    2, switch = off. t =    18788 ms. I_w =   1400 mA, erpm =        0, ax =      374, ay =      167, az =     9796, gx = 0.01624 rad/s, theta =       31 mrad, theta_d =      -13 mrad, x =[e0]

hewwo hii!!!!
msg =    0, time steps =    9, qsz =    2, switch = off. t =       22 ms. I_w =     -1 mA, erpm =        0, ax =      278, ay =      172, az =     9773, gx = 0.00878 rad/s, theta =        0 mrad, theta_d =        0 mrad, x =        0, x_d =        0
msg =    1, time steps =   10, qsz =    2, switch = off. t =       43 ms. I_w =     -7 mA, erpm =        0, ax =      359, ay =      182, az =     9857, gx = 0.00878 rad/s, theta =        0 mrad, theta_d =        0 mrad, x =        0, x_d =        0
msg =    2, time steps =   10, qsz =    2, switch = off. t =       63 ms. I_w =    -16 mA, erpm =        0, ax =      345, ay =      163, az =     9843, gx = 0.00665 rad/s, theta =        0 mrad, theta_d =       -1 mrad, x =        0, x_d =        0
msg =    3, time steps =   10, qsz =    2, switch = off. t =       83 ms. I_w =    -25 mA, erpm =        0, ax =      282, ay =      129, az =     9791, gx = 0.00452 rad/s, theta =        0 mrad, theta_d =       -1 mrad, x =        0, x_d =        0
msg =    4, time steps =   10, qsz =    2, switch = off. t =      103 ms. I_w =    -31 mA, erpm =        0, ax =      311, ay =      158, az =     9838, gx = 0.00239 rad/s, theta =        0 mrad, theta_d =       -1 mrad, x =        0, x_d =        0
msg =    5, time steps =   10, qsz =    2, switch = off. t =      123 ms. I_w =    -32 mA, erpm =        0, ax =      311, ay =      182, az =     9871, gx = 0.00026 rad/s, theta =        0 mrad, theta_d =       -1 mrad, x =        0, x_d =        0
msg =    6, time steps =   10, qsz =    2, switch = off. t =      144 ms. I_w =    -23 mA, erpm =        0, ax =      287, ay =      182, az =     9819, gx = -0.00400 rad/s, theta =        0 mrad, theta_d =       -1 mrad, x =        0, x_d =        0
