picocom v3.2a

port is        : /dev/tty.usbmodem103
flowcontrol    : none
baudrate is    : 230400
parity is      : none
databits are   : 8
stopbits are   : 1
escape is      : C-a
local echo is  : no
noinit is      : no
noreset is     : no
hangup is      : no
nolock is      : no
send_cmd is    : /nix/store/qsx6i1q4h7cq5kg1pjmis5q57nskh70f-lrzsz-0.12.20/bin/sz -vv
receive_cmd is : /nix/store/qsx6i1q4h7cq5kg1pjmis5q57nskh70f-lrzsz-0.12.20/bin/rz -vv -E
imap is        : 8bithex,
omap is        : 
emap is        : crcrlf,delbs,
logfile is     : none
initstring     : none
exit_after is  : not set
exit is        : no

Type [C-a] [C-h] to see available commands
Terminal ready
msg = 1262, time steps =   10, qsz =    2, switch = 0 t =    25515 ms. I_w =   7131 mA, erpm =        0, ax =      594, ay =     -424, az =     9819, gx = -0.03809 rad/s, theta =      133 mrad, theta_d =       27 mrad, x =        4, x_d =        0
msg = 1282, time steps =   10, qsz =    2, switch = 0 t =    25919 ms. I_w =   6917 mA, erpm =        0, ax =      273, ay =     -224, az =     9819, gx = -0.00294 rad/s, theta =      135 mrad, theta_d =        3 mrad, x =        4, x_d =        0
msg = 1283, time steps =   10, qsz =    2, switch = 0 t =    25939 ms. I_w =   6925 mA, erpm =        0, ax =      628, ay =     -281, az =     9852, gx = -0.00720 rad/s, theta =      136 mrad, theta_d =        4 mrad, x =        4, x_d =        0
msg = 1284, time steps =   10, qsz =    2, switch = 0 t =    25959 ms. I_w =   6940 mA, erpm =        0, ax =      743, ay =     -353, az =     9833, gx = -0.00933 rad/s, theta =      136 mrad, theta_d =        4 mrad, x =        4, x_d =        0
msg = 1285, time steps =   10, qsz =    2, switch = 0 t =    25979 ms. I_w =   6958 mA, erpm =        0, ax =      580, ay =     -405, az =     9810, gx = -0.01039 rad/s, theta =      136 mrad, theta_d =        5 mrad, x =        4, x_d =        0
msg = 1286, time steps =   10, qsz =    2, switch = 0 t =    26000 ms. I_w =   6978 mA, erpm =        0, ax =      225, ay =     -434, az =     9805, gx = -0.01252 rad/s, theta =      136 mrad, theta_d =        5 mrad, x =        4, x_d =        0
msg = 1287, time steps =   10, qsz =    2, switch = 0 t =    26020 ms. I_w =   7002 mA, erpm =        0, ax =     -196, ay =     -496, az =     9787, gx = -0.01465 rad/s, theta =      136 mrad, theta_d =        6 mrad, x =        4, x_d =        0
msg = 1288, time steps =   10, qsz =    2, switch = 0 t =    26040 ms. I_w =   7027 mA, erpm =        0, ax =     -527, ay =     -549, az =     9777, gx = -0.01359 rad/s, theta =      137 mrad, theta_d =        7 mrad, x =        4, x_d =        0
msg = 1289, time steps =   10, qsz =    2, switch = 0 t =    26060 ms. I_w =   7047 mA, erpm =        0, ax =     -647, ay =     -572, az =     9787, gx = -0.01252 rad/s, theta =      137 mrad, theta_d =        7 mrad, x =        4, x_d =        0
msg = 1290, time steps =   10, qsz =    2, switch = 0 t =    26080 ms. I_w =   7064 mA, erpm =        0, ax =     -508, ay =     -515, az =     9787, gx = -0.01146 rad/s, theta =      137 mrad, theta_d =        8 mrad, x =        4, x_d =        0
msg = 1291, time steps =   10, qsz =    2, switch = 0 t =    26101 ms. I_w =   7079 mA, erpm =        0, ax =     -196, ay =     -482, az =     9801, gx = -0.01146 rad/s, theta =      137 mrad, theta_d =        8 mrad, x =        4, x_d =        0
msg = 1292, time steps =   10, qsz =    2, switch = 0 t =    26121 ms. I_w =   7093 mA, erpm =        0, ax =      196, ay =     -467, az =     9805, gx = -0.01039 rad/s, theta =      138 mrad, theta_d =        8 mrad, x =        4, x_d =        0
msg = 1293, time steps =   10, qsz =    2, switch = 0 t =    26141 ms. I_w =   7106 mA, erpm =        0, ax =      517, ay =     -482, az =     9819, gx = -0.01039 rad/s, theta =      138 mrad, theta_d =        8 mrad, x =        4, x_d =        0
msg = 1294, time steps =   10, qsz =    2, switch = 0 t =    26161 ms. I_w =   7116 mA, erpm =        0, ax =      628, ay =     -467, az =     9829, gx = -0.00826 rad/s, theta =      138 mrad, theta_d =        8 mrad, x =        4, x_d =        0
msg = 1295, time steps =   10, qsz =    2, switch = 0 t =    26181 ms. I_w =   7124 mA, erpm =        0, ax =      498, ay =     -467, az =     9829, gx = -0.00826 rad/s, theta =      138 mrad, theta_d =        8 mrad, x =        4, x_d =        0
msg = 1296, time steps =   10, qsz =    2, switch = 0 t =    26202 ms. I_w =   7134 mA, erpm =        0, ax =      187, ay =     -458, az =     9815, gx = -0.00933 rad/s, theta =      138 mrad, theta_d =        8 mrad, x =        4, x_d =        0
msg = 1297, time steps =   10, qsz =    2, switch = 0 t =    26222 ms. I_w =   7146 mA, erpm =        0, ax =     -225, ay =     -477, az =     9787, gx = -0.01039 rad/s, theta =      139 mrad, theta_d =        8 mrad, x =        4, x_d =        0
msg = 1298, time steps =   10, qsz =    2, switch = 0 t =    26242 ms. I_w =   7159 mA, erpm =        0, ax =     -570, ay =     -472, az =     9777, gx = -0.01039 rad/s, theta =      139 mrad, theta_d =        9 mrad, x =        4, x_d =        0
msg = 1299, time steps =   10, qsz =    2, switch = 0 t =    26262 ms. I_w =   7171 mA, erpm =        0, ax =     -762, ay =     -472, az =     9759, gx = -0.01039 rad/s, theta =      139 mrad, theta_d =        9 mrad, x =        4, x_d =        0
msg = 1300, time steps =   10, qsz =    2, switch = 0 t =    26282 ms. I_w =   7181 mA, erpm =        0, ax =     -724, ay =     -467, az =     9763, gx = -0.00933 rad/s, theta =      139 mrad, theta_d =        9 mrad, x =        4, x_d =        0
msg = 1301, time steps =   10, qsz =    2, switch = 0 t =    26303 ms. I_w =   7191 mA, erpm =        0, ax =     -517, ay =     -482, az =     9759, gx = -0.00933 rad/s, theta =      139 mrad, theta_d =        9 mrad, x =        4, x_d =        0
msg = 1302, time steps =   10, qsz =    2, switch = 0 t =    26323 ms. I_w =   7201 mA, erpm =        0, ax =     -230, ay =     -482, az =     9763, gx = -0.00933 rad/s, theta =      140 mrad, theta_d =        9 mrad, x =        4, x_d =        0
msg = 1303, time steps =   10, qsz =    2, switch = 0 t =    26343 ms. I_w =   7208 mA, erpm =        0, ax =       -9, ay =     -525, az =     9791, gx = -0.00826 rad/s, theta =      140 mrad, theta_d =        9 mrad, x =        4, x_d =        0
msg = 1304, time steps =   10, qsz =    2, switch = 0 t =    26363 ms. I_w =   7213 mA, erpm =        0, ax =       33, ay =     -558, az =     9796, gx = -0.00613 rad/s, theta =      140 mrad, theta_d =        8 mrad, x =        4, x_d =        0
msg = 1305, time steps =   10, qsz =    2, switch = 0 t =    26383 ms. I_w =   7212 mA, erpm =        0, ax =     -100, ay =     -572, az =     9773, gx = -0.00400 rad/s, theta =      140 mrad, theta_d =        8 mrad, x =        4, x_d =        0
msg = 1306, time steps =   10, qsz =    2, switch = 0 t =    26404 ms. I_w =   7208 mA, erpm =        0, ax =     -311, ay =     -534, az =     9782, gx = -0.00294 rad/s, theta =      140 mrad, theta_d =        7 mrad, x =        4, x_d =        0
msg = 1307, time steps =   10, qsz =    2, switch = 0 t =    26424 ms. I_w =   7202 mA, erpm =        0, ax =     -580, ay =     -568, az =     9782, gx = -0.00187 rad/s, theta =      140 mrad, theta_d =        7 mrad, x =        4, x_d =        0
msg = 1308, time steps =   10, qsz =    2, switch = 0 t =    26444 ms. I_w =   7194 mA, erpm =        0, ax =     -839, ay =     -625, az =     9754, gx = 0.00133 rad/s, theta =      140 mrad, theta_d =        6 mrad, x =        4, x_d =        0
msg = 1309, time steps =   10, qsz =    2, switch = 0 t =    26464 ms. I_w =   7176 mA, erpm =        0, ax =     -992, ay =     -625, az =     9721, gx = 0.00559 rad/s, theta =      140 mrad, theta_d =        5 mrad, x =        4, x_d =        0
msg = 1310, time steps =   10, qsz =    2, switch = 0 t =    26484 ms. I_w =   7150 mA, erpm =        0, ax =    -1069, ay =     -596, az =     9721, gx = 0.00985 rad/s, theta =      140 mrad, theta_d =        4 mrad, x =        4, x_d =        0
msg = 1311, time steps =   10, qsz =    2, switch = 0 t =    26505 ms. I_w =   7117 mA, erpm =        0, ax =    -1030, ay =     -611, az =     9735, gx = 0.01304 rad/s, theta =      140 mrad, theta_d =        2 mrad, x =        4, x_d =        0
msg = 1312, time steps =   10, qsz =    2, switch = 0 t =    26525 ms. I_w =   7075 mA, erpm =        0, ax =     -887, ay =     -630, az =     9749, gx = 0.01837 rad/s, theta =      139 mrad, theta_d =        1 mrad, x =        4, x_d =        0
msg = 1313, time steps =   10, qsz =    2, switch = 0 t =    26545 ms. I_w =   7023 mA, erpm =        0, ax =     -771, ay =     -663, az =     9754, gx = 0.02370 rad/s, theta =      139 mrad, theta_d =        0 mrad, x =        4, x_d =        0
msg = 1314, time steps =   10, qsz =    2, switch = 0 t =    26565 ms. I_w =   6961 mA, erpm =        0, ax =     -666, ay =     -596, az =     9754, gx = 0.02902 rad/s, theta =      138 mrad, theta_d =       -3 mrad, x =        4, x_d =        0
msg = 1315, time steps =   10, qsz =    2, switch = 0 t =    26585 ms. I_w =   6894 mA, erpm =        0, ax =     -656, ay =     -520, az =     9768, gx = 0.03115 rad/s, theta =      138 mrad, theta_d =       -5 mrad, x =        4, x_d =        0
msg = 1316, time steps =   10, qsz =    2, switch = 0 t =    26606 ms. I_w =   6829 mA, erpm =        0, ax =     -786, ay =     -515, az =     9763, gx = 0.03115 rad/s, theta =      137 mrad, theta_d =       -8 mrad, x =        4, x_d =        0
msg = 1317, time steps =   10, qsz =    2, switch = 0 t =    26626 ms. I_w =   6765 mA, erpm =        0, ax =     -930, ay =     -577, az =     9759, gx = 0.03328 rad/s, theta =      136 mrad, theta_d =      -10 mrad, x =        4, x_d =        0
msg = 1318, time steps =   10, qsz =    2, switch = 0 t =    26646 ms. I_w =   6697 mA, erpm =        0, ax =    -1050, ay =     -515, az =     9759, gx = 0.03648 rad/s, theta =      136 mrad, theta_d =      -12 mrad, x =        4, x_d =        0
msg = 1319, time steps =   10, qsz =    2, switch = 0 t =    26666 ms. I_w =   6627 mA, erpm =        0, ax =    -1131, ay =     -420, az =     9730, gx = 0.03754 rad/s, theta =      135 mrad, theta_d =      -14 mrad, x =        4, x_d =        0
msg = 1320, time steps =   10, qsz =    2, switch = 0 t =    26686 ms. I_w =   6562 mA, erpm =        0, ax =    -1064, ay =     -338, az =     9716, gx = 0.03541 rad/s, theta =      134 mrad, theta_d =      -16 mrad, x =        4, x_d =        0
msg = 1321, time steps =   10, qsz =    2, switch = 0 t =    26707 ms. I_w =   6506 mA, erpm =        0, ax =     -944, ay =     -329, az =     9726, gx = 0.03222 rad/s, theta =      133 mrad, theta_d =      -18 mrad, x =        4, x_d =        0
msg = 1322, time steps =   10, qsz =    2, switch = 0 t =    26727 ms. I_w =   6456 mA, erpm =        0, ax =     -791, ay =     -348, az =     9744, gx = 0.03115 rad/s, theta =      133 mrad, theta_d =      -19 mrad, x =        4, x_d =        0
msg = 1323, time steps =   10, qsz =    2, switch = 0 t =    26747 ms. I_w =   6407 mA, erpm =        0, ax =     -604, ay =     -343, az =     9759, gx = 0.03222 rad/s, theta =      132 mrad, theta_d =      -20 mrad, x =        4, x_d =        0
msg = 1324, time steps =   10, qsz =    2, switch = 0 t =    26767 ms. I_w =   6359 mA, erpm =        0, ax =     -493, ay =     -281, az =     9773, gx = 0.03222 rad/s, theta =      132 mrad, theta_d =      -21 mrad, x =        4, x_d =        0
msg = 1325, time steps =   10, qsz =    2, switch = 0 t =    26787 ms. I_w =   6316 mA, erpm =        0, ax =     -426, ay =     -267, az =     9773, gx = 0.02902 rad/s, theta =      131 mrad, theta_d =      -22 mrad, x =        4, x_d =        0
msg = 1326, time steps =   10, qsz =    2, switch = 0 t =    26808 ms. I_w =   6283 mA, erpm =        0, ax =     -417, ay =     -290, az =     9777, gx = 0.02583 rad/s, theta =      130 mrad, theta_d =      -22 mrad, x =        4, x_d =        0
msg = 1327, time steps =   10, qsz =    2, switch = 0 t =    26828 ms. I_w =   6256 mA, erpm =        0, ax =     -498, ay =     -319, az =     9768, gx = 0.02370 rad/s, theta =      130 mrad, theta_d =      -23 mrad, x =        4, x_d =        0
msg = 1328, time steps =   10, qsz =    2, switch = 0 t =    26848 ms. I_w =   6235 mA, erpm =        0, ax =     -556, ay =     -324, az =     9777, gx = 0.02156 rad/s, theta =      129 mrad, theta_d =      -22 mrad, x =        4, x_d =        0
msg = 1329, time steps =   10, qsz =    2, switch = 0 t =    26868 ms. I_w =   6219 mA, erpm =        0, ax =     -599, ay =     -300, az =     9763, gx = 0.01837 rad/s, theta =      129 mrad, theta_d =      -22 mrad, x =        4, x_d =        0
msg = 1330, time steps =   10, qsz =    2, switch = 0 t =    26888 ms. I_w =   6210 mA, erpm =        0, ax =     -613, ay =     -267, az =     9759, gx = 0.01517 rad/s, theta =      129 mrad, theta_d =      -22 mrad, x =        4, x_d =        0
msg = 1331, time steps =   10, qsz =    2, switch = 0 t =    26909 ms. I_w =   6208 mA, erpm =        0, ax =     -551, ay =     -267, az =     9777, gx = 0.01198 rad/s, theta =      128 mrad, theta_d =      -21 mrad, x =        4, x_d =        0
msg = 1332, time steps =   10, qsz =    2, switch = 0 t =    26929 ms. I_w =   6211 mA, erpm =        0, ax =     -460, ay =     -257, az =     9787, gx = 0.00878 rad/s, theta =      128 mrad, theta_d =      -20 mrad, x =        4, x_d =        0
msg = 1333, time steps =   10, qsz =    2, switch = 0 t =    26949 ms. I_w =   6218 mA, erpm =        0, ax =     -388, ay =     -281, az =     9773, gx = 0.00772 rad/s, theta =      128 mrad, theta_d =      -19 mrad, x =        4, x_d =        0
msg = 1334, time steps =   10, qsz =    2, switch = 0 t =    26969 ms. I_w =   6225 mA, erpm =        0, ax =     -263, ay =     -310, az =     9791, gx = 0.00772 rad/s, theta =      128 mrad, theta_d =      -18 mrad, x =        4, x_d =        0
msg = 1335, time steps =   10, qsz =    2, switch = 0 t =    26989 ms. I_w =   6228 mA, erpm =        0, ax =     -172, ay =     -367, az =     9810, gx = 0.00985 rad/s, theta =      128 mrad, theta_d =      -17 mrad, x =        4, x_d =        0
msg = 1336, time steps =   10, qsz =    2, switch = 0 t =    27010 ms. I_w =   6222 mA, erpm =        0, ax =     -110, ay =     -429, az =     9796, gx = 0.01411 rad/s, theta =      127 mrad, theta_d =      -16 mrad, x =        4, x_d =        0
msg = 1337, time steps =   10, qsz =    2, switch = 0 t =    27030 ms. I_w =   6206 mA, erpm =        0, ax =      -57, ay =     -463, az =     9787, gx = 0.01837 rad/s, theta =      127 mrad, theta_d =      -16 mrad, x =        4, x_d =        0
msg = 1338, time steps =   10, qsz =    2, switch = 0 t =    27050 ms. I_w =   6181 mA, erpm =        0, ax =      -86, ay =     -424, az =     9796, gx = 0.02156 rad/s, theta =      127 mrad, theta_d =      -17 mrad, x =        4, x_d =        0
msg = 1339, time steps =   10, qsz =    2, switch = 0 t =    27070 ms. I_w =   6154 mA, erpm =        0, ax =     -172, ay =     -357, az =     9787, gx = 0.02050 rad/s, theta =      126 mrad, theta_d =      -17 mrad, x =        4, x_d =        0
msg = 1340, time steps =   10, qsz =    2, switch = 0 t =    27090 ms. I_w =   6132 mA, erpm =        0, ax =     -249, ay =     -343, az =     9773, gx = 0.01730 rad/s, theta =      126 mrad, theta_d =      -17 mrad, x =        4, x_d =        0
msg = 1341, time steps =   10, qsz =    2, switch = 0 t =    27111 ms. I_w =   6118 mA, erpm =        0, ax =     -330, ay =     -376, az =     9782, gx = 0.01517 rad/s, theta =      126 mrad, theta_d =      -17 mrad, x =        4, x_d =        0
msg = 1342, time steps =   10, qsz =    2, switch = 0 t =    27131 ms. I_w =   6106 mA, erpm =        0, ax =     -354, ay =     -381, az =     9791, gx = 0.01517 rad/s, theta =      125 mrad, theta_d =      -17 mrad, x =        4, x_d =        0
msg = 1343, time steps =   10, qsz =    2, switch = 0 t =    27151 ms. I_w =   6091 mA, erpm =        0, ax =     -330, ay =     -314, az =     9782, gx = 0.01624 rad/s, theta =      125 mrad, theta_d =      -17 mrad, x =        4, x_d =        0
msg = 1344, time steps =   10, qsz =    2, switch = 0 t =    27171 ms. I_w =   6076 mA, erpm =        0, ax =     -282, ay =     -219, az =     9782, gx = 0.01517 rad/s, theta =      125 mrad, theta_d =      -17 mrad, x =        4, x_d =        0
msg = 1345, time steps =   10, qsz =    2, switch = 0 t =    27191 ms. I_w =   6066 mA, erpm =        0, ax =     -201, ay =     -195, az =     9796, gx = 0.01304 rad/s, theta =      124 mrad, theta_d =      -16 mrad, x =        4, x_d =        0
msg = 1346, time steps =   10, qsz =    2, switch = 0 t =    27212 ms. I_w =   6060 mA, erpm =        0, ax =     -134, ay =     -247, az =     9810, gx = 0.01091 rad/s, theta =      124 mrad, theta_d =      -16 mrad, x =        4, x_d =        0
msg = 1347, time steps =   10, qsz =    2, switch = 0 t =    27232 ms. I_w =   6053 mA, erpm =        0, ax =      -95, ay =     -286, az =     9796, gx = 0.01304 rad/s, theta =      124 mrad, theta_d =      -15 mrad, x =        4, x_d =        0
msg = 1348, time steps =   10, qsz =    2, switch = 0 t =    27252 ms. I_w =   6042 mA, erpm =        0, ax =      -71, ay =     -243, az =     9791, gx = 0.01411 rad/s, theta =      124 mrad, theta_d =      -15 mrad, x =        4, x_d =        0
msg = 1349, time steps =   10, qsz =    2, switch = 0 t =    27272 ms. I_w =   6032 mA, erpm =        0, ax =     -105, ay =     -209, az =     9796, gx = 0.01198 rad/s, theta =      123 mrad, theta_d =      -15 mrad, x =        4, x_d =        0
msg = 1350, time steps =   10, qsz =    2, switch = 0 t =    27292 ms. I_w =   6030 mA, erpm =        0, ax =     -153, ay =     -233, az =     9791, gx = 0.00878 rad/s, theta =      123 mrad, theta_d =      -14 mrad, x =        4, x_d =        0
msg = 1351, time steps =   10, qsz =    2, switch = 0 t =    27313 ms. I_w =   6031 mA, erpm =        0, ax =     -206, ay =     -267, az =     9796, gx = 0.00665 rad/s, theta =      123 mrad, theta_d =      -14 mrad, x =        4, x_d =        0
msg = 1352, time steps =   10, qsz =    2, switch = 0 t =    27333 ms. I_w =   6037 mA, erpm =        0, ax =     -239, ay =     -271, az =     9805, gx = 0.00452 rad/s, theta =      123 mrad, theta_d =      -13 mrad, x =        4, x_d =        0
msg = 1353, time steps =   10, qsz =    2, switch = 0 t =    27353 ms. I_w =   6047 mA, erpm =        0, ax =     -225, ay =     -219, az =     9805, gx = 0.00239 rad/s, theta =      123 mrad, theta_d =      -12 mrad, x =        4, x_d =        0
msg = 1354, time steps =   10, qsz =    2, switch = 0 t =    27373 ms. I_w =   6063 mA, erpm =        0, ax =     -182, ay =     -171, az =     9782, gx = -0.00187 rad/s, theta =      123 mrad, theta_d =      -11 mrad, x =        4, x_d =        0
msg = 1355, time steps =   10, qsz =    2, switch = 0 t =    27393 ms. I_w =   6090 mA, erpm =        0, ax =     -100, ay =     -137, az =     9805, gx = -0.00720 rad/s, theta =      123 mrad, theta_d =       -9 mrad, x =        4, x_d =        0
msg = 1356, time steps =   10, qsz =    2, switch = 0 t =    27414 ms. I_w =   6127 mA, erpm =        0, ax =       14, ay =     -137, az =     9815, gx = -0.01252 rad/s, theta =      123 mrad, theta_d =       -7 mrad, x =        4, x_d =        0
msg = 1357, time steps =   10, qsz =    2, switch = 0 t =    27434 ms. I_w =   6171 mA, erpm =        0, ax =       86, ay =     -137, az =     9805, gx = -0.01572 rad/s, theta =      123 mrad, theta_d =       -5 mrad, x =        4, x_d =        0
msg = 1358, time steps =   10, qsz =    2, switch = 0 t =    27454 ms. I_w =   6219 mA, erpm =        0, ax =      143, ay =     -133, az =     9810, gx = -0.01891 rad/s, theta =      124 mrad, theta_d =       -3 mrad, x =        4, x_d =        0
msg = 1359, time steps =   10, qsz =    2, switch = 0 t =    27474 ms. I_w =   6271 mA, erpm =        0, ax =      148, ay =     -109, az =     9810, gx = -0.02211 rad/s, theta =      124 mrad, theta_d =       -1 mrad, x =        4, x_d =        0
msg = 1360, time steps =   10, qsz =    2, switch = 0 t =    27494 ms. I_w =   6328 mA, erpm =        0, ax =      100, ay =     -123, az =     9815, gx = -0.02531 rad/s, theta =      125 mrad, theta_d =        0 mrad, x =        4, x_d =        0
msg = 1361, time steps =   10, qsz =    2, switch = 0 t =    27515 ms. I_w =   6391 mA, erpm =        0, ax =       57, ay =     -166, az =     9805, gx = -0.02957 rad/s, theta =      125 mrad, theta_d =        3 mrad, x =        4, x_d =        0
msg = 1362, time steps =   10, qsz =    2, switch = 0 t =    27535 ms. I_w =   6460 mA, erpm =        0, ax =       14, ay =     -219, az =     9819, gx = -0.03276 rad/s, theta =      126 mrad, theta_d =        5 mrad, x =        4, x_d =        0
msg = 1363, time steps =   10, qsz =    2, switch = 0 t =    27555 ms. I_w =   6529 mA, erpm =        0, ax =       -4, ay =     -257, az =     9810, gx = -0.03383 rad/s, theta =      127 mrad, theta_d =        8 mrad, x =        4, x_d =        0
msg = 1364, time steps =   10, qsz =    2, switch = 0 t =    27575 ms. I_w =   6600 mA, erpm =        0, ax =       33, ay =     -271, az =     9801, gx = -0.03596 rad/s, theta =      127 mrad, theta_d =       10 mrad, x =        4, x_d =        0
msg = 1365, time steps =   10, qsz =    2, switch = 0 t =    27595 ms. I_w =   6672 mA, erpm =        0, ax =       95, ay =     -295, az =     9810, gx = -0.03809 rad/s, theta =      128 mrad, theta_d =       13 mrad, x =        4, x_d =        0
msg = 1366, time steps =   10, qsz =    2, switch = 0 t =    27616 ms. I_w =   6746 mA, erpm =        0, ax =      148, ay =     -362, az =     9810, gx = -0.04022 rad/s, theta =      129 mrad, theta_d =       15 mrad, x =        4, x_d =        0
msg = 1367, time steps =   10, qsz =    2, switch = 0 t =    27636 ms. I_w =   6819 mA, erpm =        0, ax =      201, ay =     -396, az =     9815, gx = -0.04022 rad/s, theta =      130 mrad, theta_d =       17 mrad, x =        4, x_d =        0
msg = 1368, time steps =   10, qsz =    2, switch = 0 t =    27656 ms. I_w =   6886 mA, erpm =        0, ax =      220, ay =     -415, az =     9819, gx = -0.03809 rad/s, theta =      130 mrad, theta_d =       19 mrad, x =        4, x_d =        0
