picocom v3.2a

port is        : /dev/tty.usbmodem103
flowc1trol    : n1e
baudrate is    : 230400
parity is      : n1e
databits are   : 8
stopbits are   : 1
escape is      : C-a
local echo is  : no
noinit is      : no
noreset is     : no
hangup is      : no
nolock is      : no
send_cmd is    : /nix/store/qsx6i1q4h7cq5kg1pjmis5q57nskh70f-lrzsz-0.12.20/bin/sz -vv
receive_cmd is : /nix/store/qsx6i1q4h7cq5kg1pjmis5q57nskh70f-lrzsz-0.12.20/bin/rz -vv -E
imap is        : 8bithex,
omap is        : 
emap is        : crcrlf,delbs,
logfile is     : n1e
initstring     : n1e
exit_after is  : not set
exit is        : no

Type [C-a] [C-h] to see available commands
Terminal ready
msg =    2, time steps =   10, qsz =    2, switch = 0 t =       63 ms. I_w =    226 mA, erpm =        0, ax =     -719, ay =       29, az =     9810, gx = -0.07218 rad/s, theta =        0 mrad, theta_d =       15 mrad, x =        0, x_d =        0
msg =   38, time steps =   10, qsz =    2, switch = 0 t =      790 ms. I_w =  -2159 mA, erpm =        0, ax =     -493, ay =     1109, az =     9819, gx = 0.02050 rad/s, theta =      -20 mrad, theta_d =      -78 mrad, x =        0, x_d =        0
msg =   39, time steps =   10, qsz =    2, switch = 0 t =      810 ms. I_w =  -1877 mA, erpm =        0, ax =     -254, ay =      994, az =     9730, gx = -0.01891 rad/s, theta =      -20 mrad, theta_d =      -58 mrad, x =        0, x_d =        0
msg =   40, time steps =   10, qsz =    2, switch = 0 t =      830 ms. I_w =  -1528 mA, erpm =        0, ax =     -124, ay =      368, az =     9768, gx = -0.04022 rad/s, theta =      -19 mrad, theta_d =      -36 mrad, x =        0, x_d =        0
msg =   41, time steps =   10, qsz =    2, switch = 0 t =      851 ms. I_w =  -1225 mA, erpm =        0, ax =      215, ay =     -147, az =     9913, gx = -0.03702 rad/s, theta =      -18 mrad, theta_d =      -18 mrad, x =        0, x_d =        0
msg =   42, time steps =   10, qsz =    2, switch = 0 t =      871 ms. I_w =  -1056 mA, erpm =        0, ax =      321, ay =     -329, az =     9889, gx = -0.01252 rad/s, theta =      -18 mrad, theta_d =       -9 mrad, x =        0, x_d =        0
msg =   43, time steps =   10, qsz =    2, switch = 0 t =      891 ms. I_w =  -1026 mA, erpm =        0, ax =      302, ay =      -23, az =     9824, gx = 0.00878 rad/s, theta =      -18 mrad, theta_d =       -7 mrad, x =        0, x_d =        0
msg =   44, time steps =   10, qsz =    2, switch = 0 t =      911 ms. I_w =  -1055 mA, erpm =        0, ax =      158, ay =      426, az =     9805, gx = 0.01304 rad/s, theta =      -18 mrad, theta_d =       -8 mrad, x =        0, x_d =        0
msg =   45, time steps =   10, qsz =    2, switch = 0 t =      931 ms. I_w =  -1053 mA, erpm =        0, ax =     -191, ay =      555, az =     9824, gx = 0.00133 rad/s, theta =      -18 mrad, theta_d =       -7 mrad, x =        0, x_d =        0
msg =   46, time steps =   10, qsz =    2, switch = 0 t =      952 ms. I_w =   -993 mA, erpm =        0, ax =     -575, ay =      330, az =     9782, gx = -0.01252 rad/s, theta =      -18 mrad, theta_d =       -3 mrad, x =        0, x_d =        0
msg =   47, time steps =   10, qsz =    2, switch = 0 t =      972 ms. I_w =   -912 mA, erpm =        0, ax =     -839, ay =       81, az =     9740, gx = -0.01572 rad/s, theta =      -18 mrad, theta_d =        0 mrad, x =        0, x_d =        0
msg =   48, time steps =   10, qsz =    2, switch = 0 t =      992 ms. I_w =   -850 mA, erpm =        0, ax =     -987, ay =       91, az =     9777, gx = -0.01359 rad/s, theta =      -17 mrad, theta_d =        3 mrad, x =        0, x_d =        0
msg =   49, time steps =   10, qsz =    2, switch = 0 t =     1012 ms. I_w =   -798 mA, erpm =        0, ax =     -935, ay =      373, az =     9801, gx = -0.01678 rad/s, theta =      -17 mrad, theta_d =        6 mrad, x =        0, x_d =        0
msg =   50, time steps =   10, qsz =    2, switch = 0 t =     1032 ms. I_w =   -704 mA, erpm =        0, ax =     -661, ay =      650, az =     9787, gx = -0.03489 rad/s, theta =      -16 mrad, theta_d =       11 mrad, x =        0, x_d =        0
msg =   51, time steps =   10, qsz =    2, switch = 0 t =     1053 ms. I_w =   -526 mA, erpm =        0, ax =     -421, ay =      641, az =     9787, gx = -0.06046 rad/s, theta =      -15 mrad, theta_d =       21 mrad, x =        0, x_d =        0
msg =   52, time steps =   10, qsz =    2, switch = 0 t =     1073 ms. I_w =   -280 mA, erpm =        0, ax =     -143, ay =      421, az =     9805, gx = -0.07857 rad/s, theta =      -14 mrad, theta_d =       33 mrad, x =        0, x_d =        0
msg =   53, time steps =   10, qsz =    2, switch = 0 t =     1093 ms. I_w =    -28 mA, erpm =        0, ax =       62, ay =      -61, az =     9773, gx = -0.08176 rad/s, theta =      -12 mrad, theta_d =       45 mrad, x =        0, x_d =        0
msg =   54, time steps =   10, qsz =    2, switch = 0 t =     1113 ms. I_w =    142 mA, erpm =        0, ax =      158, ay =     -424, az =     9773, gx = -0.06365 rad/s, theta =      -11 mrad, theta_d =       51 mrad, x =        0, x_d =        0
msg =   55, time steps =   10, qsz =    2, switch = 0 t =     1133 ms. I_w =    183 mA, erpm =        0, ax =      191, ay =     -224, az =     9852, gx = -0.03915 rad/s, theta =      -10 mrad, theta_d =       50 mrad, x =        0, x_d =        0
msg =   56, time steps =   10, qsz =    2, switch = 0 t =     1154 ms. I_w =    161 mA, erpm =        0, ax =      187, ay =      191, az =     9861, gx = -0.03170 rad/s, theta =       -9 mrad, theta_d =       45 mrad, x =        0, x_d =        0
msg =   57, time steps =   10, qsz =    2, switch = 0 t =     1174 ms. I_w =    169 mA, erpm =        0, ax =       81, ay =      483, az =     9805, gx = -0.04341 rad/s, theta =       -8 mrad, theta_d =       44 mrad, x =        0, x_d =        0
msg =   58, time steps =   10, qsz =    2, switch = 0 t =     1194 ms. I_w =    259 mA, erpm =        0, ax =      -86, ay =      340, az =     9796, gx = -0.06259 rad/s, theta =       -7 mrad, theta_d =       47 mrad, x =        0, x_d =        0
msg =   59, time steps =   10, qsz =    2, switch = 0 t =     1214 ms. I_w =    398 mA, erpm =        0, ax =     -234, ay =      -56, az =     9833, gx = -0.07005 rad/s, theta =       -6 mrad, theta_d =       52 mrad, x =        0, x_d =        0
msg =   60, time steps =   10, qsz =    2, switch = 0 t =     1234 ms. I_w =    514 mA, erpm =        0, ax =     -254, ay =     -214, az =     9824, gx = -0.06259 rad/s, theta =       -5 mrad, theta_d =       55 mrad, x =        0, x_d =        0
msg =   61, time steps =   10, qsz =    2, switch = 0 t =     1255 ms. I_w =    596 mA, erpm =        0, ax =     -230, ay =       -4, az =     9824, gx = -0.06046 rad/s, theta =       -3 mrad, theta_d =       56 mrad, x =        0, x_d =        0
msg =   62, time steps =   10, qsz =    2, switch = 0 t =     1275 ms. I_w =    691 mA, erpm =        0, ax =      -95, ay =      254, az =     9861, gx = -0.07005 rad/s, theta =       -2 mrad, theta_d =       58 mrad, x =        0, x_d =        0
msg =   63, time steps =   10, qsz =    2, switch = 0 t =     1295 ms. I_w =    840 mA, erpm =        0, ax =      100, ay =      297, az =     9857, gx = -0.08602 rad/s, theta =        0 mrad, theta_d =       63 mrad, x =        0, x_d =        0
msg =   64, time steps =   10, qsz =    2, switch = 0 t =     1315 ms. I_w =   1031 mA, erpm =        0, ax =       95, ay =     -152, az =     9787, gx = -0.09561 rad/s, theta =        0 mrad, theta_d =       70 mrad, x =        0, x_d =        0
msg =   65, time steps =   10, qsz =    2, switch = 0 t =     1335 ms. I_w =   1177 mA, erpm =        0, ax =      -52, ay =     -711, az =     9861, gx = -0.07750 rad/s, theta =        2 mrad, theta_d =       74 mrad, x =        0, x_d =        0
msg =   66, time steps =   10, qsz =    2, switch = 0 t =     1356 ms. I_w =   1178 mA, erpm =        0, ax =     -335, ay =    -1027, az =     9875, gx = -0.04022 rad/s, theta =        3 mrad, theta_d =       69 mrad, x =        0, x_d =        0
msg =   67, time steps =   10, qsz =    2, switch = 0 t =     1376 ms. I_w =   1011 mA, erpm =        0, ax =     -594, ay =     -697, az =     9730, gx = 0.00026 rad/s, theta =        3 mrad, theta_d =       55 mrad, x =        0, x_d =        0
msg =   68, time steps =   10, qsz =    2, switch = 0 t =     1396 ms. I_w =    785 mA, erpm =        0, ax =     -584, ay =      105, az =     9721, gx = 0.00985 rad/s, theta =        3 mrad, theta_d =       40 mrad, x =        0, x_d =        0
msg =   69, time steps =   10, qsz =    2, switch = 0 t =     1416 ms. I_w =    669 mA, erpm =        0, ax =     -354, ay =      698, az =     9833, gx = -0.01998 rad/s, theta =        3 mrad, theta_d =       32 mrad, x =        0, x_d =        0
msg =   70, time steps =   10, qsz =    2, switch = 0 t =     1436 ms. I_w =    734 mA, erpm =        0, ax =      172, ay =      210, az =     9871, gx = -0.05407 rad/s, theta =        4 mrad, theta_d =       35 mrad, x =        0, x_d =        0
msg =   71, time steps =   10, qsz =    2, switch = 0 t =     1457 ms. I_w =    861 mA, erpm =        0, ax =      580, ay =     -644, az =     9810, gx = -0.05300 rad/s, theta =        5 mrad, theta_d =       40 mrad, x =        0, x_d =        0
msg =   72, time steps =   10, qsz =    2, switch = 0 t =     1477 ms. I_w =    899 mA, erpm =        0, ax =      867, ay =     -898, az =     9829, gx = -0.02637 rad/s, theta =        6 mrad, theta_d =       39 mrad, x =        0, x_d =        0
msg =   73, time steps =   10, qsz =    2, switch = 0 t =     1497 ms. I_w =    827 mA, erpm =        0, ax =      949, ay =     -635, az =     9899, gx = -0.00613 rad/s, theta =        6 mrad, theta_d =       32 mrad, x =        0, x_d =        0
msg =   74, time steps =   10, qsz =    2, switch = 0 t =     1517 ms. I_w =    725 mA, erpm =        0, ax =      556, ay =     -195, az =     9843, gx = -0.00294 rad/s, theta =        7 mrad, theta_d =       25 mrad, x =        0, x_d =        0
msg =   75, time steps =   10, qsz =    2, switch = 0 t =     1537 ms. I_w =    670 mA, erpm =        0, ax =      143, ay =      -56, az =     9782, gx = -0.01252 rad/s, theta =        7 mrad, theta_d =       21 mrad, x =        0, x_d =        0
msg =   76, time steps =   10, qsz =    2, switch = 0 t =     1558 ms. I_w =    670 mA, erpm =        0, ax =     -340, ay =     -262, az =     9768, gx = -0.01891 rad/s, theta =        7 mrad, theta_d =       20 mrad, x =        0, x_d =        0
msg =   77, time steps =   10, qsz =    2, switch = 0 t =     1578 ms. I_w =    661 mA, erpm =        0, ax =     -786, ay =     -486, az =     9815, gx = -0.00826 rad/s, theta =        7 mrad, theta_d =       18 mrad, x =        0, x_d =        0
msg =   78, time steps =   10, qsz =    2, switch = 0 t =     1598 ms. I_w =    590 mA, erpm =        0, ax =     -997, ay =     -496, az =     9829, gx = 0.00985 rad/s, theta =        7 mrad, theta_d =       13 mrad, x =        0, x_d =        0
msg =   79, time steps =   10, qsz =    2, switch = 0 t =     1618 ms. I_w =    470 mA, erpm =        0, ax =     -891, ay =     -262, az =     9759, gx = 0.02050 rad/s, theta =        7 mrad, theta_d =        6 mrad, x =        0, x_d =        0
msg =   80, time steps =   10, qsz =    2, switch = 0 t =     1638 ms. I_w =    364 mA, erpm =        0, ax =     -714, ay =      -61, az =     9740, gx = 0.01730 rad/s, theta =        6 mrad, theta_d =        0 mrad, x =        0, x_d =        0
msg =   81, time steps =   10, qsz =    2, switch = 0 t =     1659 ms. I_w =    314 mA, erpm =        0, ax =     -278, ay =      101, az =     9791, gx = 0.00559 rad/s, theta =        6 mrad, theta_d =       -2 mrad, x =        0, x_d =        0
msg =   82, time steps =   10, qsz =    2, switch = 0 t =     1679 ms. I_w =    340 mA, erpm =        0, ax =      129, ay =      254, az =     9838, gx = -0.01252 rad/s, theta =        6 mrad, theta_d =        0 mrad, x =        0, x_d =        0
msg =   83, time steps =   10, qsz =    2, switch = 0 t =     1699 ms. I_w =    452 mA, erpm =        0, ax =      369, ay =      282, az =     9843, gx = -0.03383 rad/s, theta =        7 mrad, theta_d =        6 mrad, x =        0, x_d =        0
msg =   84, time steps =   10, qsz =    2, switch = 0 t =     1719 ms. I_w =    623 mA, erpm =        0, ax =      541, ay =      206, az =     9833, gx = -0.04981 rad/s, theta =        8 mrad, theta_d =       15 mrad, x =        0, x_d =        0
msg =   85, time steps =   10, qsz =    2, switch = 0 t =     1739 ms. I_w =    814 mA, erpm =        0, ax =      532, ay =       53, az =     9829, gx = -0.05726 rad/s, theta =        9 mrad, theta_d =       24 mrad, x =        0, x_d =        0
msg =   86, time steps =   10, qsz =    2, switch = 0 t =     1760 ms. I_w =    989 mA, erpm =        0, ax =      345, ay =     -118, az =     9838, gx = -0.05726 rad/s, theta =       10 mrad, theta_d =       32 mrad, x =        0, x_d =        0
msg =   87, time steps =   10, qsz =    2, switch = 0 t =     1780 ms. I_w =   1111 mA, erpm =        0, ax =      167, ay =     -305, az =     9852, gx = -0.04768 rad/s, theta =       11 mrad, theta_d =       37 mrad, x =        0, x_d =        0
msg =   88, time steps =   10, qsz =    2, switch = 0 t =     1800 ms. I_w =   1158 mA, erpm =        0, ax =     -129, ay =     -300, az =     9824, gx = -0.03276 rad/s, theta =       12 mrad, theta_d =       37 mrad, x =        0, x_d =        0
msg =   89, time steps =   10, qsz =    2, switch = 0 t =     1820 ms. I_w =   1152 mA, erpm =        0, ax =     -364, ay =     -104, az =     9796, gx = -0.02424 rad/s, theta =       13 mrad, theta_d =       34 mrad, x =        0, x_d =        0
msg =   90, time steps =   10, qsz =    2, switch = 0 t =     1840 ms. I_w =   1146 mA, erpm =        0, ax =     -431, ay =       81, az =     9801, gx = -0.02850 rad/s, theta =       13 mrad, theta_d =       32 mrad, x =        0, x_d =        0
msg =   91, time steps =   10, qsz =    2, switch = 0 t =     1861 ms. I_w =   1178 mA, erpm =        0, ax =     -498, ay =       -4, az =     9810, gx = -0.03596 rad/s, theta =       14 mrad, theta_d =       32 mrad, x =        0, x_d =        0
msg =   92, time steps =   10, qsz =    2, switch = 0 t =     1881 ms. I_w =   1231 mA, erpm =        0, ax =     -479, ay =     -247, az =     9810, gx = -0.03702 rad/s, theta =       14 mrad, theta_d =       33 mrad, x =        0, x_d =        0
msg =   93, time steps =   10, qsz =    2, switch = 0 t =     1901 ms. I_w =   1266 mA, erpm =        0, ax =     -302, ay =     -372, az =     9810, gx = -0.03063 rad/s, theta =       15 mrad, theta_d =       33 mrad, x =        0, x_d =        0
msg =   94, time steps =   10, qsz =    2, switch = 0 t =     1921 ms. I_w =   1272 mA, erpm =        0, ax =     -215, ay =     -281, az =     9829, gx = -0.02531 rad/s, theta =       16 mrad, theta_d =       32 mrad, x =        0, x_d =        0
msg =   95, time steps =   10, qsz =    2, switch = 0 t =     1941 ms. I_w =   1279 mA, erpm =        0, ax =     -105, ay =     -104, az =     9819, gx = -0.02850 rad/s, theta =       16 mrad, theta_d =       30 mrad, x =        0, x_d =        0
msg =   96, time steps =   10, qsz =    2, switch = 0 t =     1962 ms. I_w =   1317 mA, erpm =        0, ax =       -4, ay =      -85, az =     9791, gx = -0.03596 rad/s, theta =       17 mrad, theta_d =       31 mrad, x =        0, x_d =        0
msg =   97, time steps =   10, qsz =    2, switch = 0 t =     1982 ms. I_w =   1388 mA, erpm =        0, ax =     -105, ay =     -209, az =     9805, gx = -0.04235 rad/s, theta =       18 mrad, theta_d =       33 mrad, x =        0, x_d =        0
msg =   98, time steps =   10, qsz =    2, switch = 0 t =     2002 ms. I_w =   1462 mA, erpm =        0, ax =     -210, ay =     -353, az =     9847, gx = -0.04128 rad/s, theta =       19 mrad, theta_d =       35 mrad, x =        0, x_d =        0
msg =   99, time steps =   10, qsz =    2, switch = 0 t =     2022 ms. I_w =   1511 mA, erpm =        0, ax =     -254, ay =     -376, az =     9819, gx = -0.03596 rad/s, theta =       19 mrad, theta_d =       36 mrad, x =        0, x_d =        0
msg =  100, time steps =   10, qsz =    2, switch = 0 t =     2042 ms. I_w =   1536 mA, erpm =        0, ax =     -441, ay =     -314, az =     9796, gx = -0.03170 rad/s, theta =       20 mrad, theta_d =       35 mrad, x =        0, x_d =        0
msg =  101, time steps =   10, qsz =    2, switch = 0 t =     2063 ms. I_w =   1555 mA, erpm =        0, ax =     -556, ay =     -281, az =     9801, gx = -0.03170 rad/s, theta =       21 mrad, theta_d =       34 mrad, x =        0, x_d =        0
msg =  102, time steps =   10, qsz =    2, switch = 0 t =     2083 ms. I_w =   1572 mA, erpm =        0, ax =     -565, ay =     -400, az =     9829, gx = -0.02957 rad/s, theta =       21 mrad, theta_d =       33 mrad, x =        0, x_d =        0
msg =  103, time steps =   10, qsz =    2, switch = 0 t =     2103 ms. I_w =   1571 mA, erpm =        0, ax =     -604, ay =     -529, az =     9805, gx = -0.02211 rad/s, theta =       22 mrad, theta_d =       31 mrad, x =        0, x_d =        0
msg =  104, time steps =   10, qsz =    2, switch = 0 t =     2123 ms. I_w =   1535 mA, erpm =        0, ax =     -498, ay =     -592, az =     9787, gx = -0.01146 rad/s, theta =       22 mrad, theta_d =       27 mrad, x =        0, x_d =        0
msg =  105, time steps =   10, qsz =    2, switch = 0 t =     2143 ms. I_w =   1466 mA, erpm =        0, ax =     -316, ay =     -553, az =     9796, gx = -0.00187 rad/s, theta =       22 mrad, theta_d =       22 mrad, x =        0, x_d =        0
msg =  106, time steps =   10, qsz =    2, switch = 0 t =     2164 ms. I_w =   1381 mA, erpm =        0, ax =     -134, ay =     -525, az =     9847, gx = 0.00346 rad/s, theta =       22 mrad, theta_d =       16 mrad, x =        0, x_d =        0
msg =  107, time steps =   10, qsz =    2, switch = 0 t =     2184 ms. I_w =   1291 mA, erpm =        0, ax =       95, ay =     -534, az =     9815, gx = 0.00985 rad/s, theta =       22 mrad, theta_d =       10 mrad, x =        0, x_d =        0
msg =  108, time steps =   10, qsz =    2, switch = 1 t =     2204 ms. I_w =   1201 mA, erpm =        0, ax =      292, ay =     -429, az =     9810, gx = 0.01304 rad/s, theta =       22 mrad, theta_d =        5 mrad, x =        0, x_d =        0
msg =  109, time steps =   10, qsz =    2, switch = 1 t =     2224 ms. I_w =   1126 mA, erpm =        0, ax =      297, ay =     -271, az =     9857, gx = 0.01091 rad/s, theta =       21 mrad, theta_d =        0 mrad, x =        0, x_d =        0
msg =  110, time steps =   10, qsz =    2, switch = 1 t =     2244 ms. I_w =   1075 mA, erpm =        0, ax =      187, ay =     -391, az =     9852, gx = 0.01198 rad/s, theta =       21 mrad, theta_d =       -1 mrad, x =        0, x_d =        0
